artist_name,musicality,key,acoustics,randomness,duration_ms,influence_num
Bill Evans,18.79969919,0,0.756944654,0.089155,310919.1286,37
Bill Evans,18.79969919,0,0.756944654,0.089155,310919.1286,37
Bill Evans,18.79969919,0,0.756944654,0.089155,310919.1286,37
Bee Gees,23.35593607,7,0.146923122,0.14267342,228251.3048,49
Journey,27.00294932,2,0.073217935,0.173686431,241786.7323,22
Depeche Mode,24.7230932,0,0.233685511,0.130175468,266381.1536,49
Wings,24.12591654,2,0.184685677,0.184991729,244458.8421,7
Neil Diamond,22.20246617,9,0.228475009,0.133709434,205188.1509,20
Electric Light Orchestra,25.50881969,9,0.257612984,0.15290644,247267.5,27
Aerosmith,27.05335771,9,0.055876145,0.155430303,266323.1364,67
Henry Mancini,20.24792282,0,0.635384379,0.088541065,166908.2662,19
Jackie Gleason,15.66278923,5,0.780613557,0.12549924,183971.2738,1
The Clash,27.58246947,0,0.133076171,0.147614504,211560.8168,136
The Byrds,23.35087099,2,0.196731182,0.138582061,167257.4122,158
George Jones,21.44311514,7,0.303379509,0.125011451,165777.4046,77
B.B. King,21.45482064,2,0.313837148,0.165094423,234464.7038,54
Sublime,24.7557199,9,0.131283074,0.173664823,195151.7826,15
The Allman Brothers Band,23.91338888,2,0.307601666,0.225185714,410198.1429,53
Dolly Parton,23.4573668,2,0.308339627,0.1109988,181239.884,49
John Denver,22.9951552,7,0.34563462,0.1467382,209270.52,8
Juan Gabriel,26.67270864,2,0.257057553,0.144880972,237622.5425,10
Santana,25.56722385,7,0.329978504,0.142129675,284211.4756,32
The Doors,25.99601402,9,0.230320129,0.175693062,218486.0531,74
The Weeknd,30.40044789,0,0.141016929,0.144269592,273594.298,2
Dizzy Gillespie,20.31859291,5,0.505548103,0.161882645,265951.4835,61
Judas Priest,26.98246901,9,0.041891013,0.197780579,262952.3967,73
The Isley Brothers,24.39891928,11,0.248748571,0.144744008,252383.4835,46
The Smiths,28.97547093,4,0.090897465,0.14831281,225778.4132,83
ABBA,26.01486198,9,0.191107625,0.114840496,234265.7686,26
Creedence Clearwater Revival,27.2789101,2,0.127258352,0.146272822,217635.7137,35
Stevie Ray Vaughan,25.75773999,8,0.217294741,0.196731459,292606.725,16
Madonna,26.09108602,0,0.136043749,0.092468856,286653.2542,77
Tom Waits,22.82496953,0,0.399277583,0.153100848,232713.3136,48
Madonna,26.09108602,0,0.136043749,0.092468856,286653.2542,77
John Mayer,27.55136156,7,0.213529589,0.158188724,263429.2426,10
Chris Brown,28.59922908,1,0.050985369,0.15129766,232704.4298,3
Alan Jackson,26.90658869,7,0.164548648,0.100151502,210317.5708,27
Carmen Miranda,17.15684985,3,0.482780212,0.15168319,167915.9353,11
Chicago,25.40037144,0,0.187136601,0.118269566,257483.9565,15
Joni Mitchell,22.75895463,2,0.403870225,0.132901739,244066.1826,116
Bob Seger,27.01945866,9,0.095570763,0.213877293,261668.048,22
Phil Collins,26.3783882,5,0.199728058,0.129885371,262550.1616,8
Brian Eno,19.76289139,0,0.670586029,0.099980568,314970.1179,135
Frank Zappa,24.14092861,9,0.184738137,0.228377213,284193.5044,63
Los Bukis,25.38732301,7,0.147981682,0.13244646,211483.4513,2
Antonio Aguilar,29.19120962,5,0.345871742,0.155354889,184324.8756,1
blink-182,28.98742332,11,0.020644625,0.182258072,181505.7803,36
Van Halen,26.9368491,8,0.096427006,0.125856307,232472.4234,54
Lefty Frizzell,19.43179849,4,0.375869881,0.09867172,162667.6154,36
Black Sabbath,25.59588288,9,0.144968548,0.123775909,319529.9545,171
Chuck Berry,24.61802131,0,0.401588273,0.126745891,157233.2922,159
The Dave Brubeck Quartet,20.63174505,5,0.578406372,0.140394749,337675.2831,1
Linda Ronstadt,23.41159201,0,0.279887761,0.099334475,196678.8356,31
Yes,23.68290368,9,0.188411897,0.149618349,411209.2936,43
Simon & Garfunkel,24.26758195,2,0.321981646,0.169486112,181690.0926,46
Kenny Chesney,28.48110032,7,0.101764046,0.11266713,238033.662,15
Luis Miguel,28.13476621,0,0.179979265,0.118110186,226163,11
Barbra Streisand,20.88664236,9,0.369356048,0.137996991,227347.9259,17
The Temptations,23.48170093,0,0.224578746,0.111156977,220816.3302,55
Linkin Park,28.66474806,9,0.054247936,0.186621028,208277.8879,6
Jimi Hendrix,25.93394985,8,0.192235276,0.182492991,247888.3645,201
ZZ Top,25.76048909,7,0.126102304,0.137851402,223918.5421,23
Maria Callas,14.77378431,2,0.524548326,0.147882944,228590.9766,1
Alabama,23.64257711,7,0.132113371,0.135711916,243665.3271,31
Beyonc脙漏,29.54132916,1,0.105300684,0.183051415,248368.4858,14
Ant脙麓nio Carlos Jobim,23.61600668,2,0.508634718,0.102830897,205532.1226,34
The Band,23.99706035,0,0.210895573,0.17419929,247693.8341,82
Def Leppard,26.22142372,2,0.060508319,0.157521394,278233.0673,28
Jos脙漏 Alfredo Jim脙漏nez,23.71571715,0,0.348013918,0.161627404,163613.1779,1
Harry Belafonte,20.02771804,5,0.413384059,0.206776087,220073.7874,12
Steely Dan,24.42933819,2,0.167686852,0.093287379,273574.4272,24
James Brown,22.84245955,0,0.240305074,0.16344102,278525.6699,154
The Ventures,22.14435259,9,0.643644049,0.126066019,138745.5146,10
Paul Simon,22.97594747,5,0.342608554,0.100713659,222674.4244,50
Charlie Chaplin,16.24087089,6,0.710606019,0.220943903,230517.9122,1
Dinah Washington,19.19188814,0,0.428407258,0.132396098,206142.2878,45
Mariah Carey,26.84430147,7,0.177449161,0.115586029,253607.4657,42
Rihanna,29.89991144,1,0.077662262,0.124594608,226613.8775,9
Daryl Hall & John Oates,25.44818638,5,0.147529813,0.087792118,240561.931,23
Iron Maiden,26.17635165,4,0.107739882,0.206541089,326300.5842,69
The Monkees,23.16328548,9,0.207705967,0.13839505,157683.6436,20
Charlie Parker,20.79803325,5,0.489841693,0.15515325,205420.01,95
Radiohead,26.83766533,7,0.338918655,0.109995,249518.33,55
Townes Van Zandt,21.12572717,4,0.374388138,0.1803085,205984.25,30
Ray Charles,21.90707069,5,0.418161231,0.14784397,202785.3819,113
Wes Montgomery,20.8370072,0,0.636793399,0.147755303,298052.3081,25
Erroll Garner,18.41226956,5,0.861608878,0.261805103,239402.7041,22
George Harrison,25.17913401,4,0.222090577,0.115808163,245146.5408,13
Little Richard,23.80071259,0,0.273914103,0.136451531,168048.3776,88
Donovan,21.93301282,0,0.321363676,0.10517,186215.1385,38
Donovan,21.93301282,0,0.321363676,0.10517,186215.1385,38
Lynyrd Skynyrd,26.53337835,7,0.128119613,0.196032732,317731.366,39
Ennio Morricone,19.34652931,2,0.776715689,0.098142526,158580.7732,30
One Direction,31.86591753,2,0.051064126,0.113467011,204715.1443,1
Jack Johnson,26.88758446,0,0.283281395,0.115762954,200673.4197,9
Fall Out Boy,31.61379878,2,0.013436082,0.176256477,211516.7306,6
Martin Denny,20.44222919,7,0.444280934,0.107460104,154553.0155,7
Muddy Waters,23.57092315,2,0.330681803,0.173839897,217967.4767,113
Jack Johnson,26.88758446,0,0.283281395,0.115762954,200673.4197,9
Duran Duran,26.11134415,9,0.06802677,0.127702356,272400.7592,28
Supertramp,24.1682789,5,0.235248123,0.164793617,316760.8404,4
Merle Haggard,22.50418716,2,0.266391953,0.11422754,185014.877,100
Slipknot,28.40272223,7,0.031646955,0.216733871,252585.5806,8
Sonny Boy Williamson I,15.10174856,7,0.496024043,0.144810215,180223.2581,8
Lady Gaga,29.27069603,0,0.052435414,0.153616487,229122,3
Bad Religion,29.97793733,9,0.004659908,0.157157066,127601.0326,35
The Animals,24.15626087,5,0.199230188,0.127279891,198067.2609,39
REO Speedwagon,25.59425824,0,0.063433342,0.149073627,254946.9451,13
Roy Orbison,22.77709616,9,0.335324116,0.115661264,160620.7143,47
The Doobie Brothers,25.25901105,7,0.16388806,0.082896409,228679.1823,14
Little Feat,24.4174604,7,0.172709111,0.231320718,248530.6133,24
Ozzy Osbourne,27.2003488,1,0.043674334,0.191994475,294386.8453,27
Hank Williams,24.46591455,4,0.422440928,0.104250552,162464.442,184
Jethro Tull,24.84993704,5,0.179482338,0.130733334,294493.4,14
Rod Stewart,26.23702551,2,0.213033707,0.103839945,277578.095,29
Pearl Jam,29.04930168,7,0.099693964,0.11972191,254457.4607,41
Bad Company,24.65208052,7,0.162535287,0.109575281,274550.236,31
Bill Withers,24.23459063,4,0.270780498,0.133960674,256292.3708,33
Curtis Mayfield,22.9846854,1,0.218142893,0.142942135,279957.6404,73
Dave Matthews Band,25.13861685,2,0.132514435,0.161992697,338461.8876,18
Johnny Mathis,19.07803898,5,0.422614458,0.104144351,208032.0226,22
The Velvet Underground,23.58862863,2,0.254054139,0.118037006,264561.5989,181
Megadeth,29.72416203,11,0.143767387,0.161102273,260071.4943,24
Anita O'Day,19.65313008,7,0.414315849,0.118248276,184202.1264,17
Mina,18.30314961,0,0.348528801,0.123191954,159843.4598,1
Carpenters,23.56509575,9,0.328975289,0.090609302,210603.6047,14
Guns N' Roses,28.04018604,8,0.159163892,0.197411047,279246.314,31
Misfits,28.8282849,11,0.15236969,0.157262281,124724.7076,27
M脙露tley Cr脙录e,27.31780372,0,0.068689805,0.148897647,237349.6118,27
John Lennon,25.72535976,9,0.237914289,0.130797929,227810.0947,40
Slayer,25.23855456,8,0.09891253,0.146132739,232370.7857,69
Sly & the Family Stone,23.49339484,0,0.222204782,0.15818631,235751.5714,67
Gordon Lightfoot,21.48071746,4,0.323519034,0.090435714,207131.8929,13
Korn,25.2700826,9,0.103168625,0.177146408,244523.6168,37
Stan Kenton,17.31366398,8,0.607274064,0.09777036,206047.3533,24
Andy Williams,20.36532269,0,0.403853642,0.120031627,171327.1747,13
Miles Davis Quintet,20.94740563,5,0.385489685,0.122403615,372874.4337,1
Los Panchos,21.06464545,9,0.432782065,0.118985152,162132.9879,1
Herbie Hancock,22.8248901,5,0.459177648,0.094611515,443613.8667,31
Tony Bennett,19.90807846,0,0.424186715,0.116107927,174528.8963,28
Bread,24.70444431,7,0.262897596,0.091746342,187115.3902,14
Justin Bieber,30.41396402,0,0.123559679,0.123019325,215218.0675,1
Alice Cooper,25.05501441,9,0.118901165,0.167442593,244931.8519,68
Paul McCartney,24.81375052,9,0.262171177,0.144520497,217422.3665,29
Dave Brubeck,19.5924602,5,0.611547454,0.165180313,318805.9563,14
David Allan Coe,23.15779219,7,0.214505303,0.131053165,198849.9557,17
Daft Punk,27.04164119,1,0.38698149,0.145119109,265758.8217,26
Smashing Pumpkins,25.59526048,8,0.371017513,0.101032692,271442.8462,30
Flatt & Scruggs,21.68112628,8,0.413434397,0.132432052,146539.8205,32
Scorpions,24.99301688,9,0.118628937,0.17088077,270657.3333,19
Modest Mouse,27.78929466,7,0.167208979,0.134057692,267607.2179,14
Styx,25.24995059,2,0.081821785,0.111624359,267119.4744,20
Thin Lizzy,24.61397204,1,0.140290031,0.171078387,257986.5484,40
Al Green,23.08550108,0,0.182744939,0.083554194,223099.2258,78
Coldplay,30.13735333,11,0.174070987,0.109000968,270685.4452,31
Emmylou Harris,24.0727645,10,0.275944232,0.109067533,215359.0714,39
Pete Seeger,17.12729047,9,0.49190571,0.142314286,138454.4416,47
Quincy Jones,21.3732197,9,0.399617111,0.164373377,249486.7338,31
Brooks & Dunn,27.78466774,9,0.097796529,0.130903897,223555.8117,14
Harry Nilsson,22.05984914,0,0.379389667,0.14214026,171655.0519,18
Ed Sheeran,27.115321,8,0.211234575,0.126892532,239815.7727,2
System of a Down,30.80518736,8,0.075675603,0.175368628,185339.6144,7
Marc Anthony,27.05993769,2,0.241475368,0.142966667,295912.8954,5
John Lee Hooker,22.38942962,10,0.35571235,0.121212418,203575.1765,62
Ahmad Jamal,17.09619496,0,0.825990132,0.145023027,240780.3816,19
Sade,25.95496754,5,0.255312598,0.072944079,288191.1974,28
Rage Against the Machine,27.98304605,7,0.039876178,0.212103948,275441.8816,29
The Offspring,31.8882952,0,0.020591993,0.137421193,206845.9007,10
The Platters,18.94107333,3,0.427718367,0.106059334,161032.1867,37
Bud Powell,16.78541538,5,0.743426385,0.099363423,201081.2617,38
Cocteau Twins,25.64677624,0,0.274262726,0.114895946,233628.223,40
Panic! At the Disco,31.26576622,9,0.075320732,0.152498987,198991.3514,3
Kate Bush,22.75395248,1,0.304725686,0.100686487,225230.5676,36
Ray Conniff,21.57051195,3,0.620576063,0.131481081,173831.6419,1
Blondie,27.08193538,2,0.079294585,0.103189796,220300.8231,62
Enya,21.40212155,1,0.715453783,0.075340136,205738.034,6
Leonard Cohen,23.94774864,9,0.378537966,0.093945891,268222.7945,64
Deep Purple,24.54180684,9,0.132393893,0.116069863,323164.9315,95
The Mothers of Invention,22.27138402,9,0.193557283,0.19985548,193700.4384,4
Marilyn Manson,30.19713379,9,0.063821884,0.19464863,249541.8904,16
Jefferson Airplane,24.06008242,2,0.201519883,0.129728767,229462.1233,25
Alice in Chains,26.28656991,8,0.0904766,0.167017361,287894.8056,44
Foo Fighters,31.48391783,4,0.096941464,0.137275695,247873.5139,33
Daddy Yankee,29.08485996,2,0.077601953,0.148565278,226751.7778,1
The Replacements,26.70985432,11,0.080346598,0.188337762,190129.8881,58
Julio Iglesias,22.85613052,2,0.25946393,0.136410563,227378.7746,16
Jackson Browne,25.55271244,7,0.199526914,0.123736972,275010.2746,34
Celia Cruz,22.66921126,0,0.326113958,0.124159859,226737.5845,21
Joy Division,25.88491527,9,0.259958302,0.159332395,241525.507,84
Gerry Mulligan,19.31202981,0,0.485818734,0.138357042,339305.0845,14
Arthur Lyman,18.81690082,0,0.532752895,0.095808451,171769.4085,3
Shakira,29.27479601,0,0.118067283,0.09836162,216691.5634,2
Louis Prima,22.80598345,5,0.312246947,0.228039716,184084.9645,9
Maroon 5,28.57502127,1,0.064750528,0.137329078,220610.0496,5
Donna Summer,25.57687589,0,0.090857889,0.103934398,349623.1489,34
Tammy Wynette,20.11231667,9,0.362971891,0.095418572,162417.8643,32
Ray Price,19.22739596,10,0.407526073,0.108307857,179316.1857,30
Cannonball Adderley,19.87132297,5,0.517381401,0.1131,276038.6286,26
Tim McGraw,28.97696309,7,0.112865657,0.104272143,235671.0714,22
Steve Miller Band,22.8415822,9,0.251228179,0.157277537,216498.2319,2
Jerry Garcia,21.89655681,0,0.272717771,0.149692391,335233.9275,10
Jerry Lee Lewis,22.15523188,0,0.296622123,0.163422464,153289.942,53
Nine Inch Nails,25.6129992,0,0.258647804,0.157266667,278564.9275,34
Three Dog Night,21.92508213,7,0.169676723,0.121771015,212210.4058,1
Foreigner,26.35005966,9,0.083406866,0.104828261,237432.5507,13
Bon Jovi,28.78796958,2,0.031233458,0.123725913,291683.562,16
R. Kelly,24.50917712,1,0.133992428,0.107092701,279772.6277,38
The Mamas & the Papas,22.80907868,1,0.311229211,0.111407353,178925.3676,16
New Order,26.76953774,0,0.22604303,0.111477574,299453.9265,74
Yves Montand,17.43313996,2,0.472113082,0.260883088,184471.6029,2
Peter Gabriel,22.29016373,1,0.195344219,0.148819853,322615.7059,44
New Order,26.76953774,0,0.22604303,0.111477574,299453.9265,74
Erykah Badu,23.44427086,11,0.136535757,0.206701482,299844.2593,19
The Everly Brothers,22.07688631,4,0.315910355,0.105864179,151269.7015,53
Blue 脙鈥搚ster Cult,26.2145199,9,0.079906472,0.150021642,261538.6119,22
The Kingston Trio,21.84887785,7,0.368534947,0.172046269,163555.8358,21
Luther Vandross,23.03664813,0,0.2151514,0.099693609,322330.6992,38
Usher,27.67078823,1,0.065747258,0.130873309,245071.2105,29
Man脙隆,29.24785339,0,0.099382184,0.096193233,278374.1429,11
Janis Joplin,25.59530051,0,0.189063047,0.204300758,255327.5152,35
Ween,25.77321415,7,0.227500669,0.126931819,198848.5,10
Art Pepper,21.74155216,5,0.395478892,0.11128168,264358.1298,5
Soda Stereo,27.02313666,4,0.13768729,0.162543847,267011.5538,1
Whitney Houston,26.59351141,6,0.205813836,0.122858462,270807.5231,45
Patsy Cline,21.16039315,7,0.429974515,0.11720969,157555.5116,50
Bobby Darin,21.61444489,5,0.357940725,0.12510814,159501.6977,20
Engelbert Humperdinck,19.36172586,2,0.408015989,0.112133334,191915.8062,13
Lou Reed,25.28574341,2,0.274910186,0.147083721,282416.2403,58
Mary J. Blige,25.24135788,11,0.107428314,0.148288372,278618.9767,34
Clifford Brown,21.15349303,0,0.502539435,0.196667055,335894.6279,15
Charles Aznavour,22.86260348,5,0.346733325,0.135816667,187743.7519,19
Astrud Gilberto,22.49284509,7,0.360959037,0.146717442,169947.2636,21
Devo,27.34577604,9,0.183912854,0.107875001,186947.25,19
Dion,21.54092265,5,0.325691823,0.155471094,158569.6094,17
My Chemical Romance,30.96980781,2,0.058822411,0.151924219,218597.9063,8
Kenny Rogers,26.99719082,7,0.203197221,0.088359449,218222.2677,19
Mot脙露rhead,27.95562572,1,0.06667484,0.175989764,220435.189,55
Jos脙漏 Jos脙漏,25.76057558,9,0.315838099,0.121844488,227999.9921,2
Selena,29.74299604,10,0.14318343,0.13658373,232463.627,13
The Cars,26.60528042,4,0.089918356,0.103681746,237280.7302,38
Donald Byrd,21.92247751,0,0.430688838,0.114068651,409724.4365,6
Dire Straits,25.40231957,2,0.297567188,0.104193651,318946.7778,18
Jason Aldean,31.42080953,7,0.077198026,0.103931746,218984.9921,1
Cal Tjader,19.30905556,8,0.632465629,0.100373413,210895.8889,9
Conway Twitty,20.63568572,9,0.283443917,0.101836111,178023.9048,30
Pixies,26.94935476,11,0.107928892,0.114842857,163482.5238,72
Soundgarden,27.4038715,9,0.095790448,0.118355645,281648.6613,42
The Jackson 5,24.34306452,8,0.187659244,0.165328226,203534.4194,32
Bonnie Raitt,23.21865886,5,0.260322044,0.101925,233322.8548,29
Johnny Horton,22.09150269,4,0.333953649,0.130926613,150689.6774,14
Queensr脙驴che,25.11845242,9,0.08187322,0.203721774,286294.4194,5
The Supremes,24.59174193,0,0.232521113,0.128169355,168091.5968,33
Avenged Sevenfold,31.65049812,2,0.016795324,0.129180646,350077.0806,3
Deftones,26.79731672,8,0.139352116,0.15161371,293407.9677,33
Lester Young,20.53242114,0,0.752756797,0.099727643,236909.2764,51
Kansas,25.49761749,9,0.077718975,0.153813115,302659.6393,8
Oingo Boingo,26.7249071,5,0.094436643,0.114316394,252309.3934,3
The Police,30.14378415,2,0.114004214,0.121752459,227773.0984,51
311,27.93366831,9,0.017267957,0.11592459,205666,16
Frank Ocean,28.4479071,8,0.288233275,0.187746721,215738.9672,3
Janet Jackson,25.05035702,1,0.151573136,0.132296281,284686.6446,59
Mel Torm脙漏,17.93032479,3,0.478367679,0.134145868,197247.7107,18
Akon,27.36533306,7,0.061314065,0.150519422,234696.9174,2
Cheap Trick,27.61286888,9,0.102971483,0.196225,243580.2667,56
John Mellencamp,26.6852625,7,0.049476364,0.103609167,233985.1667,18
Nelson Riddle,17.02156667,5,0.47981349,0.107970417,173096.6583,5
Arctic Monkeys,29.15830667,11,0.060711703,0.122066667,201963.3667,1
H脙漏ctor Lavoe,24.12359027,0,0.298148067,0.108879583,317869.2167,10
The Black Keys,28.23121112,2,0.193003438,0.117206667,216048.85,3
Kool & the Gang,23.42513389,11,0.17278039,0.094935834,275879.15,16
Heart,25.53282689,9,0.136820519,0.126831513,257204.4034,19
Todd Rundgren,23.71884735,5,0.188495134,0.149655042,206724.3613,28
Joe Cocker,24.17297542,5,0.229271056,0.20574322,264404.3983,10
Toby Keith,28.41699012,7,0.132363283,0.127548729,214992.2797,10
Blossom Dearie,19.20375876,5,0.461959361,0.111752542,185540.1186,8
Keely Smith,21.16103847,7,0.337416911,0.195464103,181378.7179,9
Tears for Fears,24.72282788,7,0.194494405,0.159440086,313665,10
Shinedown,30.71030173,2,0.038116944,0.106758621,231293.6379,5
Joan Baez,22.41459223,11,0.372619426,0.137525,228584.7759,35
Connie Francis,19.8055638,7,0.372074565,0.132361207,168870.3276,8
Godsmack,27.95052011,7,0.038790167,0.123030173,252158.931,3
Tool,27.66433908,9,0.364524477,0.135089656,372470.2069,26
Tool,27.66433908,9,0.364524477,0.135089656,372470.2069,26
Weezer,27.75218695,6,0.046717737,0.12073,208761,40
Justin Timberlake,27.19901536,7,0.107866733,0.172683478,306265.6783,22
Elliott Smith,24.57670468,0,0.261855797,0.090008772,197222.6316,28
Loggins & Messina,23.91869298,9,0.248327112,0.121591228,269047.4386,1
Three Days Grace,31.29716403,2,0.008493361,0.116787719,212924.386,2
Buddy Holly,24.28452427,9,0.296546232,0.108675439,132186.9123,97
Glen Campbell,23.62395029,7,0.204109574,0.10941272,176048.807,22
Incubus,29.1295272,9,0.087248423,0.114725439,242488.1754,9
Roxy Music,25.3195158,0,0.192189349,0.106988597,270257.2105,103
T-Pain,28.81283555,7,0.04221698,0.192437169,241436.2301,3
Keith Urban,27.99082739,2,0.102691907,0.085180357,246120.0089,6
Dan Fogelberg,22.84772292,0,0.295300531,0.086535268,266712.7321,8
Queens of the Stone Age,28.83987262,10,0.168534304,0.19154375,249217.2857,1
Etta James,23.66566816,5,0.3296302,0.173324107,199314.9911,37
Odetta,20.43080896,0,0.420431334,0.124865625,198129.8393,25
Alfred Newman,13.89366471,7,0.684291442,0.115065315,196975.9009,6
The Strokes,30.10702523,0,0.245999971,0.098263964,217199.9009,17
Gorillaz,28.81963123,0,0.194544344,0.153327478,211653.4054,1
Katy Perry,31.14150601,5,0.047412259,0.127198198,218897.7568,5
Stevie Nicks,25.57124475,9,0.109244106,0.161194144,269707.1802,19
J.J. Cale,23.4125994,0,0.439273344,0.08628591,176276.1364,15
Peter Tosh,24.69512273,7,0.065459885,0.131085,288143.9636,35
Primus,26.12587272,6,0.197734617,0.135787273,252886.5636,17
The Modern Jazz Quartet,18.90685666,0,0.48302983,0.083686364,282167.9636,8
